truth,predicted,count
Supreme Court of Florida,Massachusetts Appeals Court,4
Supreme Court of Georgia,Massachusetts Appeals Court,0
Supreme Court of Iowa,Massachusetts Appeals Court,0
Supreme Court of Kansas,Massachusetts Appeals Court,0
Supreme Court of Louisiana,Massachusetts Appeals Court,0
Supreme Court of Minnesota,Massachusetts Appeals Court,0
Supreme Court of Missouri,Massachusetts Appeals Court,2
Supreme Court of New Hampshire,Massachusetts Appeals Court,0
Supreme Court of New Jersey,Massachusetts Appeals Court,0
Supreme Court of North Carolina,Massachusetts Appeals Court,2
Supreme Court of Oklahoma,Massachusetts Appeals Court,0
Supreme Court of Pennsylvania,Massachusetts Appeals Court,0
Supreme Court of Puerto Rico,Massachusetts Appeals Court,0
Supreme Court of Rhode Island,Massachusetts Appeals Court,0
Supreme Court of South Carolina,Massachusetts Appeals Court,0
Supreme Court of the United States,Massachusetts Appeals Court,34
Supreme Court of Vermont,Massachusetts Appeals Court,0
Supreme Court of Virginia,Massachusetts Appeals Court,0
Tennessee Superior Court for Law and Equity,Massachusetts Appeals Court,0
Tennessee Supreme Court,Massachusetts Appeals Court,0
Texas Attorney General Reports,Massachusetts Appeals Court,0
"Texas Court of Appeals, 10th District (Waco)",Massachusetts Appeals Court,0
"Texas Court of Appeals, 11th District (Eastland)",Massachusetts Appeals Court,0
"Texas Court of Appeals, 12th District (Tyler)",Massachusetts Appeals Court,0
"Texas Court of Appeals, 13th District",Massachusetts Appeals Court,0
"Texas Court of Appeals, 2nd District (Fort Worth)",Massachusetts Appeals Court,2
"Texas Court of Appeals, 3rd District (Austin)",Massachusetts Appeals Court,0
"Texas Court of Appeals, 4th District (San Antonio)",Massachusetts Appeals Court,0
"Texas Court of Appeals, 6th District (Texarkana)",Massachusetts Appeals Court,0
"Texas Court of Appeals, 7th District (Amarillo)",Massachusetts Appeals Court,4
"Texas Court of Appeals, 8th District (El Paso)",Massachusetts Appeals Court,1
"Texas Court of Appeals, 9th District (Beaumont)",Massachusetts Appeals Court,1
Texas Supreme Court,Massachusetts Appeals Court,0
U.S. Circuit Court for the District of District of Columbia,Massachusetts Appeals Court,0
U.S. Circuit Court for the District of Massachusetts,Massachusetts Appeals Court,0
United States Board of Tax Appeals,Massachusetts Appeals Court,0
United States Court of International Trade,Massachusetts Appeals Court,0
Utah Supreme Court,Massachusetts Appeals Court,0
Washington Supreme Court,Massachusetts Appeals Court,0
Wisconsin Supreme Court,Massachusetts Appeals Court,2
Alabama Court of Appeals,Massachusetts Supreme Judicial Court,1
Alaska Supreme Court,Massachusetts Supreme Judicial Court,0
Appellate Court of Illinois,Massachusetts Supreme Judicial Court,19
Appellate Division of the Supreme Court of the State of New York,Massachusetts Supreme Judicial Court,0
Arizona Supreme Court,Massachusetts Supreme Judicial Court,0
Arkansas Attorney General Reports,Massachusetts Supreme Judicial Court,0
Board of Veterans' Appeals,Massachusetts Supreme Judicial Court,1
California Court of Appeal,Massachusetts Supreme Judicial Court,1
California Supreme Court,Massachusetts Supreme Judicial Court,1
Colorado Attorney General Reports,Massachusetts Supreme Judicial Court,0
Colorado Court of Appeals,Massachusetts Supreme Judicial Court,0
Commonwealth Court of Pennsylvania,Massachusetts Supreme Judicial Court,0
Connecticut Appellate Court,Massachusetts Supreme Judicial Court,0
Connecticut Superior Court,Massachusetts Supreme Judicial Court,5
Court for the Trial of Impeachments and Correction of Errors,Massachusetts Supreme Judicial Court,1
Court of Appeals for the D.C. Circuit,Massachusetts Supreme Judicial Court,0
Court of Appeals for the Eighth Circuit,Massachusetts Supreme Judicial Court,0
Court of Appeals for the Eleventh Circuit,Massachusetts Supreme Judicial Court,0
Court of Appeals for the Federal Circuit,Massachusetts Supreme Judicial Court,1
Court of Appeals for the Fifth Circuit,Massachusetts Supreme Judicial Court,1
Court of Appeals for the First Circuit,Massachusetts Supreme Judicial Court,0
Court of Appeals for the Fourth Circuit,Massachusetts Supreme Judicial Court,0
Court of Appeals for the Ninth Circuit,Massachusetts Supreme Judicial Court,2
Court of Appeals for the Second Circuit,Massachusetts Supreme Judicial Court,3
Court of Appeals for the Seventh Circuit,Massachusetts Supreme Judicial Court,1
Court of Appeals for the Sixth Circuit,Massachusetts Supreme Judicial Court,1
Court of Appeals for the Tenth Circuit,Massachusetts Supreme Judicial Court,1
Court of Appeals for the Third Circuit,Massachusetts Supreme Judicial Court,2
Court of Appeals of Arkansas,Massachusetts Supreme Judicial Court,0
Court of Appeals of Georgia,Massachusetts Supreme Judicial Court,0
Court of Appeals of Iowa,Massachusetts Supreme Judicial Court,0
Court of Appeals of Kansas,Massachusetts Supreme Judicial Court,2
Court of Appeals of Kentucky (pre-1976),Massachusetts Supreme Judicial Court,0
Court of Appeals of Maryland,Massachusetts Supreme Judicial Court,3
Court of Appeals of Minnesota,Massachusetts Supreme Judicial Court,0
Court of Appeals of Mississippi,Massachusetts Supreme Judicial Court,0
Court of Appeals of North Carolina,Massachusetts Supreme Judicial Court,6
Court of Appeals of Oregon,Massachusetts Supreme Judicial Court,2
Court of Appeals of South Carolina,Massachusetts Supreme Judicial Court,0
Court of Appeals of Texas,Massachusetts Supreme Judicial Court,0
Court of Appeals of Washington,Massachusetts Supreme Judicial Court,0
Court of Appeals of Wisconsin,Massachusetts Supreme Judicial Court,0
Court of Chancery of Delaware,Massachusetts Supreme Judicial Court,0
Court of Civil Appeals of Alabama,Massachusetts Supreme Judicial Court,0
Court of Claims of Illinois,Massachusetts Supreme Judicial Court,0
Court of Criminal Appeals of Alabama,Massachusetts Supreme Judicial Court,5
Court of Criminal Appeals of Oklahoma,Massachusetts Supreme Judicial Court,0
Court of Criminal Appeals of Texas,Massachusetts Supreme Judicial Court,1
Court of Customs and Patent Appeals,Massachusetts Supreme Judicial Court,0
Court of King's Bench,Massachusetts Supreme Judicial Court,0
District Court of Appeal of Florida,Massachusetts Supreme Judicial Court,0
"District Court, C.D. California",Massachusetts Supreme Judicial Court,0
"District Court, D. Alaska",Massachusetts Supreme Judicial Court,0
"District Court, D. Arizona",Massachusetts Supreme Judicial Court,0
"District Court, D. Massachusetts",Massachusetts Supreme Judicial Court,0
"District Court, D. New Hampshire",Massachusetts Supreme Judicial Court,0
"District Court, D. New Jersey",Massachusetts Supreme Judicial Court,0
"District Court, D. South Carolina",Massachusetts Supreme Judicial Court,0
"District Court, District of Columbia",Massachusetts Supreme Judicial Court,1
"District Court, E.D. California",Massachusetts Supreme Judicial Court,0
"District Court, E.D. New York",Massachusetts Supreme Judicial Court,0
"District Court, E.D. Pennsylvania",Massachusetts Supreme Judicial Court,0
"District Court, M.D. Florida",Massachusetts Supreme Judicial Court,1
"District Court, N.D. California",Massachusetts Supreme Judicial Court,0
"District Court, N.D. Illinois",Massachusetts Supreme Judicial Court,0
"District Court, N.D. Indiana",Massachusetts Supreme Judicial Court,0
"District Court, S.D. Florida",Massachusetts Supreme Judicial Court,0
"District Court, S.D. Illinois",Massachusetts Supreme Judicial Court,0
"District Court, S.D. New York",Massachusetts Supreme Judicial Court,0
"District Court, W.D. Michigan",Massachusetts Supreme Judicial Court,0
District of Columbia Court of Appeals,Massachusetts Supreme Judicial Court,0
Florida Attorney General Reports,Massachusetts Supreme Judicial Court,0
Florida Fifth District Court of Appeal,Massachusetts Supreme Judicial Court,0
Florida First District Court of Appeal,Massachusetts Supreme Judicial Court,0
Florida Fourth District Court of Appeal,Massachusetts Supreme Judicial Court,0
Florida Second District Court of Appeal,Massachusetts Supreme Judicial Court,0
Florida Third District Court of Appeal,Massachusetts Supreme Judicial Court,1
Hawaii Intermediate Court of Appeals,Massachusetts Supreme Judicial Court,0
Hawaii Supreme Court,Massachusetts Supreme Judicial Court,0
Idaho Court of Appeals,Massachusetts Supreme Judicial Court,0
Idaho Supreme Court,Massachusetts Supreme Judicial Court,0
Illinois Supreme Court,Massachusetts Supreme Judicial Court,7
Indiana Court of Appeals,Massachusetts Supreme Judicial Court,2
Indiana Supreme Court,Massachusetts Supreme Judicial Court,0
Louisiana Attorney General Reports,Massachusetts Supreme Judicial Court,2
Louisiana Court of Appeal,Massachusetts Supreme Judicial Court,0
Massachusetts Appeals Court,Massachusetts Supreme Judicial Court,0
Massachusetts Supreme Judicial Court,Massachusetts Supreme Judicial Court,0
Michigan Supreme Court,Massachusetts Supreme Judicial Court,0
Mississippi Supreme Court,Massachusetts Supreme Judicial Court,3
Missouri Attorney General Reports,Massachusetts Supreme Judicial Court,1
Missouri Court of Appeals,Massachusetts Supreme Judicial Court,1
Montana Supreme Court,Massachusetts Supreme Judicial Court,1
Nebraska Attorney General Reports,Massachusetts Supreme Judicial Court,1
Nebraska Court of Appeals,Massachusetts Supreme Judicial Court,0
Nevada Supreme Court,Massachusetts Supreme Judicial Court,1
New Jersey Court of Chancery,Massachusetts Supreme Judicial Court,0
New Jersey Superior Court Appellate Division,Massachusetts Supreme Judicial Court,3
New Jersey Tax Court,Massachusetts Supreme Judicial Court,0
New Mexico Supreme Court,Massachusetts Supreme Judicial Court,1
New York Attorney General Reports,Massachusetts Supreme Judicial Court,2
New York Court of Appeals,Massachusetts Supreme Judicial Court,5
New York Supreme Court,Massachusetts Supreme Judicial Court,0
New York Surrogate's Court,Massachusetts Supreme Judicial Court,0
North Carolina Industrial Commission,Massachusetts Supreme Judicial Court,6
North Dakota Supreme Court,Massachusetts Supreme Judicial Court,0
Ohio Court of Appeals,Massachusetts Supreme Judicial Court,1
Ohio Supreme Court,Massachusetts Supreme Judicial Court,5
Oklahoma Attorney General Reports,Massachusetts Supreme Judicial Court,0
Oregon Supreme Court,Massachusetts Supreme Judicial Court,0
Oregon Tax Court,Massachusetts Supreme Judicial Court,0
South Dakota Supreme Court,Massachusetts Supreme Judicial Court,0
Superior Court of Delaware,Massachusetts Supreme Judicial Court,0
Superior Court of North Carolina,Massachusetts Supreme Judicial Court,1
Superior Court of Pennsylvania,Massachusetts Supreme Judicial Court,11
Superior Court of Rhode Island,Massachusetts Supreme Judicial Court,0
Supreme Court of Alabama,Massachusetts Supreme Judicial Court,3
Supreme Court of Arkansas,Massachusetts Supreme Judicial Court,0
Supreme Court of Colorado,Massachusetts Supreme Judicial Court,0
Supreme Court of Connecticut,Massachusetts Supreme Judicial Court,0
Supreme Court of Delaware,Massachusetts Supreme Judicial Court,0
Supreme Court of Florida,Massachusetts Supreme Judicial Court,5
Supreme Court of Georgia,Massachusetts Supreme Judicial Court,2
Supreme Court of Iowa,Massachusetts Supreme Judicial Court,0
Supreme Court of Kansas,Massachusetts Supreme Judicial Court,0
Supreme Court of Louisiana,Massachusetts Supreme Judicial Court,2
Supreme Court of Minnesota,Massachusetts Supreme Judicial Court,0
Supreme Court of Missouri,Massachusetts Supreme Judicial Court,2
Supreme Court of New Hampshire,Massachusetts Supreme Judicial Court,1
Supreme Court of New Jersey,Massachusetts Supreme Judicial Court,0
Supreme Court of North Carolina,Massachusetts Supreme Judicial Court,2
Supreme Court of Oklahoma,Massachusetts Supreme Judicial Court,0
Supreme Court of Pennsylvania,Massachusetts Supreme Judicial Court,0
Supreme Court of Puerto Rico,Massachusetts Supreme Judicial Court,0
Supreme Court of Rhode Island,Massachusetts Supreme Judicial Court,0
Supreme Court of South Carolina,Massachusetts Supreme Judicial Court,0
Supreme Court of the United States,Massachusetts Supreme Judicial Court,33
Supreme Court of Vermont,Massachusetts Supreme Judicial Court,0
Supreme Court of Virginia,Massachusetts Supreme Judicial Court,0
Tennessee Superior Court for Law and Equity,Massachusetts Supreme Judicial Court,0
Tennessee Supreme Court,Massachusetts Supreme Judicial Court,0
Texas Attorney General Reports,Massachusetts Supreme Judicial Court,0
"Texas Court of Appeals, 10th District (Waco)",Massachusetts Supreme Judicial Court,0
"Texas Court of Appeals, 11th District (Eastland)",Massachusetts Supreme Judicial Court,0
"Texas Court of Appeals, 12th District (Tyler)",Massachusetts Supreme Judicial Court,0
"Texas Court of Appeals, 13th District",Massachusetts Supreme Judicial Court,1
"Texas Court of Appeals, 2nd District (Fort Worth)",Massachusetts Supreme Judicial Court,3
"Texas Court of Appeals, 3rd District (Austin)",Massachusetts Supreme Judicial Court,2
"Texas Court of Appeals, 4th District (San Antonio)",Massachusetts Supreme Judicial Court,0
"Texas Court of Appeals, 6th District (Texarkana)",Massachusetts Supreme Judicial Court,1
"Texas Court of Appeals, 7th District (Amarillo)",Massachusetts Supreme Judicial Court,2
"Texas Court of Appeals, 8th District (El Paso)",Massachusetts Supreme Judicial Court,1
"Texas Court of Appeals, 9th District (Beaumont)",Massachusetts Supreme Judicial Court,0
Texas Supreme Court,Massachusetts Supreme Judicial Court,0
U.S. Circuit Court for the District of District of Columbia,Massachusetts Supreme Judicial Court,0
U.S. Circuit Court for the District of Massachusetts,Massachusetts Supreme Judicial Court,0
United States Board of Tax Appeals,Massachusetts Supreme Judicial Court,0
United States Court of International Trade,Massachusetts Supreme Judicial Court,0
Utah Supreme Court,Massachusetts Supreme Judicial Court,0
Washington Supreme Court,Massachusetts Supreme Judicial Court,1
Wisconsin Supreme Court,Massachusetts Supreme Judicial Court,0
Alabama Court of Appeals,Michigan Supreme Court,0
Alaska Supreme Court,Michigan Supreme Court,0
Appellate Court of Illinois,Michigan Supreme Court,37
Appellate Division of the Supreme Court of the State of New York,Michigan Supreme Court,0
Arizona Supreme Court,Michigan Supreme Court,0
Arkansas Attorney General Reports,Michigan Supreme Court,1
Board of Veterans' Appeals,Michigan Supreme Court,0
California Court of Appeal,Michigan Supreme Court,0
California Supreme Court,Michigan Supreme Court,0
Colorado Attorney General Reports,Michigan Supreme Court,0
Colorado Court of Appeals,Michigan Supreme Court,0
Commonwealth Court of Pennsylvania,Michigan Supreme Court,1
Connecticut Appellate Court,Michigan Supreme Court,0
Connecticut Superior Court,Michigan Supreme Court,5
Court for the Trial of Impeachments and Correction of Errors,Michigan Supreme Court,1
Court of Appeals for the D.C. Circuit,Michigan Supreme Court,0
Court of Appeals for the Eighth Circuit,Michigan Supreme Court,1
Court of Appeals for the Eleventh Circuit,Michigan Supreme Court,1
Court of Appeals for the Federal Circuit,Michigan Supreme Court,0
Court of Appeals for the Fifth Circuit,Michigan Supreme Court,0
Court of Appeals for the First Circuit,Michigan Supreme Court,0
Court of Appeals for the Fourth Circuit,Michigan Supreme Court,0
Court of Appeals for the Ninth Circuit,Michigan Supreme Court,0
Court of Appeals for the Second Circuit,Michigan Supreme Court,0
Court of Appeals for the Seventh Circuit,Michigan Supreme Court,0
Court of Appeals for the Sixth Circuit,Michigan Supreme Court,0
Court of Appeals for the Tenth Circuit,Michigan Supreme Court,0
Court of Appeals for the Third Circuit,Michigan Supreme Court,0
Court of Appeals of Arkansas,Michigan Supreme Court,0
Court of Appeals of Georgia,Michigan Supreme Court,0
Court of Appeals of Iowa,Michigan Supreme Court,0
Court of Appeals of Kansas,Michigan Supreme Court,3
Court of Appeals of Kentucky (pre-1976),Michigan Supreme Court,0
Court of Appeals of Maryland,Michigan Supreme Court,2
Court of Appeals of Minnesota,Michigan Supreme Court,0
Court of Appeals of Mississippi,Michigan Supreme Court,1
Court of Appeals of North Carolina,Michigan Supreme Court,8
Court of Appeals of Oregon,Michigan Supreme Court,2
Court of Appeals of South Carolina,Michigan Supreme Court,0
Court of Appeals of Texas,Michigan Supreme Court,0
Court of Appeals of Washington,Michigan Supreme Court,0
Court of Appeals of Wisconsin,Michigan Supreme Court,1
Court of Chancery of Delaware,Michigan Supreme Court,0
Court of Civil Appeals of Alabama,Michigan Supreme Court,3
Court of Claims of Illinois,Michigan Supreme Court,1
Court of Criminal Appeals of Alabama,Michigan Supreme Court,3
Court of Criminal Appeals of Oklahoma,Michigan Supreme Court,0
Court of Criminal Appeals of Texas,Michigan Supreme Court,0
Court of Customs and Patent Appeals,Michigan Supreme Court,0
Court of King's Bench,Michigan Supreme Court,0
District Court of Appeal of Florida,Michigan Supreme Court,0
"District Court, C.D. California",Michigan Supreme Court,0
"District Court, D. Alaska",Michigan Supreme Court,0
"District Court, D. Arizona",Michigan Supreme Court,0
"District Court, D. Massachusetts",Michigan Supreme Court,0
"District Court, D. New Hampshire",Michigan Supreme Court,0
"District Court, D. New Jersey",Michigan Supreme Court,0
"District Court, D. South Carolina",Michigan Supreme Court,0
"District Court, District of Columbia",Michigan Supreme Court,0
"District Court, E.D. California",Michigan Supreme Court,0
"District Court, E.D. New York",Michigan Supreme Court,0
"District Court, E.D. Pennsylvania",Michigan Supreme Court,0
"District Court, M.D. Florida",Michigan Supreme Court,0
"District Court, N.D. California",Michigan Supreme Court,0
"District Court, N.D. Illinois",Michigan Supreme Court,0
"District Court, N.D. Indiana",Michigan Supreme Court,0
"District Court, S.D. Florida",Michigan Supreme Court,0
"District Court, S.D. Illinois",Michigan Supreme Court,0
"District Court, S.D. New York",Michigan Supreme Court,0
"District Court, W.D. Michigan",Michigan Supreme Court,0
District of Columbia Court of Appeals,Michigan Supreme Court,0
Florida Attorney General Reports,Michigan Supreme Court,0
Florida Fifth District Court of Appeal,Michigan Supreme Court,0
Florida First District Court of Appeal,Michigan Supreme Court,0
Florida Fourth District Court of Appeal,Michigan Supreme Court,0
Florida Second District Court of Appeal,Michigan Supreme Court,0
Florida Third District Court of Appeal,Michigan Supreme Court,0
Hawaii Intermediate Court of Appeals,Michigan Supreme Court,1
Hawaii Supreme Court,Michigan Supreme Court,0
Idaho Court of Appeals,Michigan Supreme Court,0
Idaho Supreme Court,Michigan Supreme Court,0
Illinois Supreme Court,Michigan Supreme Court,3
Indiana Court of Appeals,Michigan Supreme Court,2
Indiana Supreme Court,Michigan Supreme Court,0
Louisiana Attorney General Reports,Michigan Supreme Court,0
Louisiana Court of Appeal,Michigan Supreme Court,0
Massachusetts Appeals Court,Michigan Supreme Court,0
Massachusetts Supreme Judicial Court,Michigan Supreme Court,0
Michigan Supreme Court,Michigan Supreme Court,1
Mississippi Supreme Court,Michigan Supreme Court,1
Missouri Attorney General Reports,Michigan Supreme Court,1
Missouri Court of Appeals,Michigan Supreme Court,1
Montana Supreme Court,Michigan Supreme Court,1
Nebraska Attorney General Reports,Michigan Supreme Court,0
Nebraska Court of Appeals,Michigan Supreme Court,0
Nevada Supreme Court,Michigan Supreme Court,3
New Jersey Court of Chancery,Michigan Supreme Court,0
New Jersey Superior Court Appellate Division,Michigan Supreme Court,1
New Jersey Tax Court,Michigan Supreme Court,0
New Mexico Supreme Court,Michigan Supreme Court,0
New York Attorney General Reports,Michigan Supreme Court,1
New York Court of Appeals,Michigan Supreme Court,4
New York Supreme Court,Michigan Supreme Court,1
New York Surrogate's Court,Michigan Supreme Court,0
North Carolina Industrial Commission,Michigan Supreme Court,0
North Dakota Supreme Court,Michigan Supreme Court,0
Ohio Court of Appeals,Michigan Supreme Court,4
Ohio Supreme Court,Michigan Supreme Court,4
Oklahoma Attorney General Reports,Michigan Supreme Court,1
Oregon Supreme Court,Michigan Supreme Court,1
Oregon Tax Court,Michigan Supreme Court,0
South Dakota Supreme Court,Michigan Supreme Court,0
Superior Court of Delaware,Michigan Supreme Court,0
Superior Court of North Carolina,Michigan Supreme Court,0
Superior Court of Pennsylvania,Michigan Supreme Court,11
Superior Court of Rhode Island,Michigan Supreme Court,0
Supreme Court of Alabama,Michigan Supreme Court,1
Supreme Court of Arkansas,Michigan Supreme Court,0
Supreme Court of Colorado,Michigan Supreme Court,0
Supreme Court of Connecticut,Michigan Supreme Court,1
Supreme Court of Delaware,Michigan Supreme Court,0
Supreme Court of Florida,Michigan Supreme Court,6
Supreme Court of Georgia,Michigan Supreme Court,3
Supreme Court of Iowa,Michigan Supreme Court,1
Supreme Court of Kansas,Michigan Supreme Court,0
Supreme Court of Louisiana,Michigan Supreme Court,0
Supreme Court of Minnesota,Michigan Supreme Court,0
Supreme Court of Missouri,Michigan Supreme Court,2
Supreme Court of New Hampshire,Michigan Supreme Court,0
Supreme Court of New Jersey,Michigan Supreme Court,1
Supreme Court of North Carolina,Michigan Supreme Court,3
Supreme Court of Oklahoma,Michigan Supreme Court,0
Supreme Court of Pennsylvania,Michigan Supreme Court,1
Supreme Court of Puerto Rico,Michigan Supreme Court,0
Supreme Court of Rhode Island,Michigan Supreme Court,0
Supreme Court of South Carolina,Michigan Supreme Court,0
Supreme Court of the United States,Michigan Supreme Court,49
Supreme Court of Vermont,Michigan Supreme Court,0
Supreme Court of Virginia,Michigan Supreme Court,0
Tennessee Superior Court for Law and Equity,Michigan Supreme Court,0
Tennessee Supreme Court,Michigan Supreme Court,0
Texas Attorney General Reports,Michigan Supreme Court,0
"Texas Court of Appeals, 10th District (Waco)",Michigan Supreme Court,0
"Texas Court of Appeals, 11th District (Eastland)",Michigan Supreme Court,1
"Texas Court of Appeals, 12th District (Tyler)",Michigan Supreme Court,0
"Texas Court of Appeals, 13th District",Michigan Supreme Court,1
"Texas Court of Appeals, 2nd District (Fort Worth)",Michigan Supreme Court,1
"Texas Court of Appeals, 3rd District (Austin)",Michigan Supreme Court,1
"Texas Court of Appeals, 4th District (San Antonio)",Michigan Supreme Court,0
"Texas Court of Appeals, 6th District (Texarkana)",Michigan Supreme Court,0
"Texas Court of Appeals, 7th District (Amarillo)",Michigan Supreme Court,4
"Texas Court of Appeals, 8th District (El Paso)",Michigan Supreme Court,0
"Texas Court of Appeals, 9th District (Beaumont)",Michigan Supreme Court,0
Texas Supreme Court,Michigan Supreme Court,0
U.S. Circuit Court for the District of District of Columbia,Michigan Supreme Court,0
U.S. Circuit Court for the District of Massachusetts,Michigan Supreme Court,0
United States Board of Tax Appeals,Michigan Supreme Court,0
United States Court of International Trade,Michigan Supreme Court,0
Utah Supreme Court,Michigan Supreme Court,0
Washington Supreme Court,Michigan Supreme Court,0
Wisconsin Supreme Court,Michigan Supreme Court,1
Alabama Court of Appeals,Mississippi Supreme Court,3
Alaska Supreme Court,Mississippi Supreme Court,0
Appellate Court of Illinois,Mississippi Supreme Court,28
Appellate Division of the Supreme Court of the State of New York,Mississippi Supreme Court,0
Arizona Supreme Court,Mississippi Supreme Court,0
Arkansas Attorney General Reports,Mississippi Supreme Court,0
Board of Veterans' Appeals,Mississippi Supreme Court,0
California Court of Appeal,Mississippi Supreme Court,0
California Supreme Court,Mississippi Supreme Court,1
Colorado Attorney General Reports,Mississippi Supreme Court,0
Colorado Court of Appeals,Mississippi Supreme Court,0
Commonwealth Court of Pennsylvania,Mississippi Supreme Court,0
Connecticut Appellate Court,Mississippi Supreme Court,0
Connecticut Superior Court,Mississippi Supreme Court,7
Court for the Trial of Impeachments and Correction of Errors,Mississippi Supreme Court,0
Court of Appeals for the D.C. Circuit,Mississippi Supreme Court,0
Court of Appeals for the Eighth Circuit,Mississippi Supreme Court,0
Court of Appeals for the Eleventh Circuit,Mississippi Supreme Court,0
Court of Appeals for the Federal Circuit,Mississippi Supreme Court,0
Court of Appeals for the Fifth Circuit,Mississippi Supreme Court,0
Court of Appeals for the First Circuit,Mississippi Supreme Court,0
Court of Appeals for the Fourth Circuit,Mississippi Supreme Court,0
Court of Appeals for the Ninth Circuit,Mississippi Supreme Court,2
Court of Appeals for the Second Circuit,Mississippi Supreme Court,1
Court of Appeals for the Seventh Circuit,Mississippi Supreme Court,1
Court of Appeals for the Sixth Circuit,Mississippi Supreme Court,0
Court of Appeals for the Tenth Circuit,Mississippi Supreme Court,0
Court of Appeals for the Third Circuit,Mississippi Supreme Court,0
Court of Appeals of Arkansas,Mississippi Supreme Court,0
Court of Appeals of Georgia,Mississippi Supreme Court,0
Court of Appeals of Iowa,Mississippi Supreme Court,0
Court of Appeals of Kansas,Mississippi Supreme Court,3
Court of Appeals of Kentucky (pre-1976),Mississippi Supreme Court,1
Court of Appeals of Maryland,Mississippi Supreme Court,0
Court of Appeals of Minnesota,Mississippi Supreme Court,0
Court of Appeals of Mississippi,Mississippi Supreme Court,0
Court of Appeals of North Carolina,Mississippi Supreme Court,12
Court of Appeals of Oregon,Mississippi Supreme Court,2
Court of Appeals of South Carolina,Mississippi Supreme Court,0
Court of Appeals of Texas,Mississippi Supreme Court,1
Court of Appeals of Washington,Mississippi Supreme Court,0
Court of Appeals of Wisconsin,Mississippi Supreme Court,0
Court of Chancery of Delaware,Mississippi Supreme Court,0
Court of Civil Appeals of Alabama,Mississippi Supreme Court,4
Court of Claims of Illinois,Mississippi Supreme Court,3
Court of Criminal Appeals of Alabama,Mississippi Supreme Court,7
Court of Criminal Appeals of Oklahoma,Mississippi Supreme Court,0
Court of Criminal Appeals of Texas,Mississippi Supreme Court,0
Court of Customs and Patent Appeals,Mississippi Supreme Court,0
Court of King's Bench,Mississippi Supreme Court,1
District Court of Appeal of Florida,Mississippi Supreme Court,0
"District Court, C.D. California",Mississippi Supreme Court,0
"District Court, D. Alaska",Mississippi Supreme Court,0
"District Court, D. Arizona",Mississippi Supreme Court,0
"District Court, D. Massachusetts",Mississippi Supreme Court,0
"District Court, D. New Hampshire",Mississippi Supreme Court,0
"District Court, D. New Jersey",Mississippi Supreme Court,0
"District Court, D. South Carolina",Mississippi Supreme Court,0
"District Court, District of Columbia",Mississippi Supreme Court,0
"District Court, E.D. California",Mississippi Supreme Court,0
"District Court, E.D. New York",Mississippi Supreme Court,0
"District Court, E.D. Pennsylvania",Mississippi Supreme Court,0
"District Court, M.D. Florida",Mississippi Supreme Court,0
"District Court, N.D. California",Mississippi Supreme Court,0
"District Court, N.D. Illinois",Mississippi Supreme Court,0
"District Court, N.D. Indiana",Mississippi Supreme Court,0
"District Court, S.D. Florida",Mississippi Supreme Court,0
"District Court, S.D. Illinois",Mississippi Supreme Court,0
"District Court, S.D. New York",Mississippi Supreme Court,0
"District Court, W.D. Michigan",Mississippi Supreme Court,0
District of Columbia Court of Appeals,Mississippi Supreme Court,0
Florida Attorney General Reports,Mississippi Supreme Court,0
Florida Fifth District Court of Appeal,Mississippi Supreme Court,0
Florida First District Court of Appeal,Mississippi Supreme Court,0
Florida Fourth District Court of Appeal,Mississippi Supreme Court,0
Florida Second District Court of Appeal,Mississippi Supreme Court,0
Florida Third District Court of Appeal,Mississippi Supreme Court,0
Hawaii Intermediate Court of Appeals,Mississippi Supreme Court,0
Hawaii Supreme Court,Mississippi Supreme Court,0
Idaho Court of Appeals,Mississippi Supreme Court,0
Idaho Supreme Court,Mississippi Supreme Court,0
Illinois Supreme Court,Mississippi Supreme Court,3
Indiana Court of Appeals,Mississippi Supreme Court,0
Indiana Supreme Court,Mississippi Supreme Court,0
Louisiana Attorney General Reports,Mississippi Supreme Court,2
Louisiana Court of Appeal,Mississippi Supreme Court,0
Massachusetts Appeals Court,Mississippi Supreme Court,0
Massachusetts Supreme Judicial Court,Mississippi Supreme Court,1
Michigan Supreme Court,Mississippi Supreme Court,1
Mississippi Supreme Court,Mississippi Supreme Court,2
Missouri Attorney General Reports,Mississippi Supreme Court,1
Missouri Court of Appeals,Mississippi Supreme Court,0
Montana Supreme Court,Mississippi Supreme Court,2
Nebraska Attorney General Reports,Mississippi Supreme Court,0
Nebraska Court of Appeals,Mississippi Supreme Court,0
Nevada Supreme Court,Mississippi Supreme Court,2
New Jersey Court of Chancery,Mississippi Supreme Court,0
New Jersey Superior Court Appellate Division,Mississippi Supreme Court,1
New Jersey Tax Court,Mississippi Supreme Court,0
New Mexico Supreme Court,Mississippi Supreme Court,0
New York Attorney General Reports,Mississippi Supreme Court,0
New York Court of Appeals,Mississippi Supreme Court,5
New York Supreme Court,Mississippi Supreme Court,0
New York Surrogate's Court,Mississippi Supreme Court,0
North Carolina Industrial Commission,Mississippi Supreme Court,1
North Dakota Supreme Court,Mississippi Supreme Court,0
Ohio Court of Appeals,Mississippi Supreme Court,1
Ohio Supreme Court,Mississippi Supreme Court,5
Oklahoma Attorney General Reports,Mississippi Supreme Court,1
Oregon Supreme Court,Mississippi Supreme Court,0
